companyId,companyName,provider,identifier,jobCount,slugSource
grupo-amper,Grupo Amper,ASHBY,grupo-amper,0,manifest_id
grupo-de-prado,Grupo De Prado,ASHBY,grupo-de-prado,0,manifest_id
grupo-digital,Grupo Digital,ASHBY,grupo-digital,0,manifest_id
grupo-fire,Grupo Fire,ASHBY,grupo-fire,0,manifest_id
grupo-noria,Grupo Noria,ASHBY,grupo-noria,0,manifest_id
grupo-ns,Grupo NS,ASHBY,grupo-ns,0,manifest_id
grupo-spec,Grupo SPEC,ASHBY,grupo-spec,0,manifest_id
gs,GISPERT,ASHBY,gs,0,manifest_id
gt-motive-spain,GT Motive,ASHBY,gt-motive-spain,0,manifest_id
halcyon-knights,Halcyon Knights,ASHBY,halcyon-knights,0,manifest_id
hanwha-defence-australia,Hanwha Defence Australia,ASHBY,hanwha-defence-australia,0,manifest_id
harris-farms-ltd,Harris Farms Ltd,ASHBY,harris-farms-ltd,0,manifest_id
harvey,Harvey.,ASHBY,harvey,211,manifest_id
hasten-group,Hasten Group,ASHBY,hasten-group,0,manifest_id
hato-hone-st-john,Hato Hone St John,ASHBY,hato-hone-st-john,0,manifest_id
hawkins,Hawkins,ASHBY,hawkins,0,manifest_id
hays,Hays,ASHBY,hays,0,manifest_id
hellofresh,HelloFresh,ASHBY,hellofresh,0,manifest_id
hellofresh,HelloFresh,GREENHOUSE,hellofresh,388,manifest_id
henry-schein-one,Henry Schein One,ASHBY,henry-schein-one,0,manifest_id
henry-schein-one-uk,Henry Schein One UK,ASHBY,henry-schein-one-uk,0,manifest_id
hexaware-technologies,Hexaware Technologies,ASHBY,hexaware-technologies,0,manifest_id
heyclue,HeyClue,ASHBY,heyclue,0,manifest_id
hi-iberia-ingenier-a-y-proyectos,HI Iberia Ingeniería y Proyectos,ASHBY,hi-iberia-ingenier-a-y-proyectos,0,manifest_id
hilo-by-aktiia,Hilo by Aktiia,ASHBY,hilo-by-aktiia,0,manifest_id
hnry,Hnry,ASHBY,hnry,0,manifest_id
hola-consultores-sl,Hola Consultores,ASHBY,hola-consultores-sl,0,manifest_id
homa,Homa,ASHBY,homa,0,manifest_id
honeywell,Honeywell,ASHBY,honeywell,0,manifest_id
hopla-software,HOPLA! Software,ASHBY,hopla-software,0,manifest_id
horizon-digital,Horizon Digital,ASHBY,horizon-digital,0,manifest_id
hso,HSO,ASHBY,hso,0,manifest_id
hso,HSO,LEVER,hso,5,manifest_id
hub24-limited,HUB24 Limited,ASHBY,hub24-limited,0,manifest_id
human-made,Human Made,ASHBY,human-made,0,manifest_id
hume-city-council,Hume City Council,ASHBY,hume-city-council,0,manifest_id
huspy,Huspy,ASHBY,huspy,0,manifest_id
hutt-city-council,Hutt City Council,ASHBY,hutt-city-council,0,manifest_id
hyde-park-corner-installations,Hyde Park Corner Installations,ASHBY,hyde-park-corner-installations,0,manifest_id
hydra-search,Hydra Search,ASHBY,hydra-search,0,manifest_id
hynds-pipe-systems-limited,Hynds Pipe Systems Limited,ASHBY,hynds-pipe-systems-limited,0,manifest_id
hypt,hypt,ASHBY,hypt,0,manifest_id
iag,IAG,ASHBY,iag,0,manifest_id
iav-gmbh,IAV GmbH,ASHBY,iav-gmbh,0,manifest_id
ibm,IBM,ASHBY,ibm,0,manifest_id
idealista,Idealista,ASHBY,idealista,0,manifest_id
ignite-visibility,Ignite Visibility,ASHBY,ignite-visibility,0,manifest_id
igreendata-a-synechron-company,iGreenData,ASHBY,igreendata-a-synechron-company,0,manifest_id
ilerna,iLERNA,ASHBY,ilerna,0,manifest_id
ilovepdf,iLovePDF,ASHBY,ilovepdf,0,manifest_id
ima-health,IMA Health,ASHBY,ima-health,0,manifest_id
imc-trading,IMC Trading,ASHBY,imc-trading,0,manifest_id
imc-trading,IMC Trading,GREENHOUSE,imc,149,alt_slug
indra-group,Indra Group,ASHBY,indra-group,0,manifest_id
inetum,Inetum,ASHBY,inetum,0,manifest_id
infatica-io,Infatica.io,ASHBY,infatica-io,0,manifest_id
infocentric,InfoCentric,ASHBY,infocentric,0,manifest_id
infortec-consultores,Infortec Consultores,ASHBY,infortec-consultores,0,manifest_id
infosys,Infosys,ASHBY,infosys,0,manifest_id
ing-espa-a-portugal,ING España&Portugal,ASHBY,ing-espa-a-portugal,0,manifest_id
ingenico,Ingenico,ASHBY,ingenico,0,manifest_id
ingram-micro,Ingram Micro,ASHBY,ingram-micro,0,manifest_id
innoqubit,InnoQubit,ASHBY,innoqubit,0,manifest_id
innovamat,Innovamat,ASHBY,innovamat,0,manifest_id
innovation-group-spain,Innovation Group Spain,ASHBY,innovation-group-spain,0,manifest_id
innovent-software,Innovent Software,ASHBY,innovent-software,0,manifest_id
insightwise,InsightWise,ASHBY,insightwise,0,manifest_id
intecfy,Intecfy,ASHBY,intecfy,0,manifest_id
integra,Integra Tecnología,ASHBY,integra,0,manifest_id
integra,Integra Tecnología,GREENHOUSE,integra,7,manifest_id
intell-it,Intell-IT,ASHBY,intell-it,0,manifest_id
intellias,Intellias,ASHBY,intellias,0,manifest_id
interface-agency-australia,Interface Agency Australia,ASHBY,interface-agency-australia,0,manifest_id
intetics,Intetics,ASHBY,intetics,0,manifest_id
intrec-ai-recruitment,IntRec AI Recruitment,ASHBY,intrec-ai-recruitment,0,manifest_id
investorhub,InvestorHub,ASHBY,investorhub,0,manifest_id
inzu-group,INZU Group,ASHBY,inzu-group,0,manifest_id
iqana,Iqana,ASHBY,iqana,0,manifest_id
iscarem-human-resources-s-l,"ISCAREM Human Resources, S.L.",ASHBY,iscarem-human-resources-s-l,0,manifest_id
iselect,iSelect,ASHBY,iselect,0,manifest_id
it-partner,IT Partner,ASHBY,it-partner,0,manifest_id
itbility,ITbility,ASHBY,itbility,0,manifest_id
itc-infotech,ITC Infotech,ASHBY,itc-infotech,0,manifest_id
itcc-digital,ITCC Digital,ASHBY,itcc-digital,0,manifest_id
iteration-mobile-s-l,Iteration Mobile,ASHBY,iteration-mobile-s-l,0,manifest_id
iteriam,ITERIAM,ASHBY,iteriam,0,manifest_id
itg-technology-center,ITG Technology Center,ASHBY,itg-technology-center,0,manifest_id
itw-asia-pacific,ITW Construction Asia Pacific,ASHBY,itw-asia-pacific,0,manifest_id
izzard,Izzard,ASHBY,izzard,0,manifest_id
j4rvis,J4RVIS,ASHBY,j4rvis,0,manifest_id
jakala,JAKALA,ASHBY,jakala,0,manifest_id
january-capital,January Capital,ASHBY,january-capital,0,manifest_id
jfc-ltd,JFC Ltd,ASHBY,jfc-ltd,0,manifest_id
jfrog,JFrog,ASHBY,jfrog,0,manifest_id
jfrog,JFrog,GREENHOUSE,jfrog,135,manifest_id
jjungles-agencyos,JJungles™ AgencyOS,ASHBY,jjungles-agencyos,0,manifest_id
jobhunter,Jobhunter,ASHBY,jobhunter,0,manifest_id
journi,Journi,ASHBY,journi,0,manifest_id
julius-baer,Julius Baer,ASHBY,julius-baer,0,manifest_id
just-digital-people,Just Digital People,ASHBY,just-digital-people,0,manifest_id
k-lagan,K-LAGAN,ASHBY,k-lagan,0,manifest_id
k2-partnering-solutions,K2 Partnering Solutions,ASHBY,k2-partnering-solutions,0,manifest_id
kaimate-nz-ltd,KaiMate NZ Ltd.,ASHBY,kaimate-nz-ltd,0,manifest_id
kairos-digital-solutions,Kairós Digital Solutions,ASHBY,kairos-digital-solutions,0,manifest_id
kaliba,Kaliba,ASHBY,kaliba,0,manifest_id
kaluza,Kaluza,ASHBY,kaluza,0,manifest_id
kaluza,Kaluza,GREENHOUSE,kaluza,36,manifest_id
kapa-ai,kapa.ai,ASHBY,kapa-ai,0,manifest_id
karat,Karat,ASHBY,karat,0,manifest_id
karat,Karat,GREENHOUSE,karat,6,manifest_id
kd,KD,ASHBY,kd,0,manifest_id
kelea,Kelea,ASHBY,kelea,0,manifest_id
kenmei,Kenmei,ASHBY,kenmei,0,manifest_id
keysight-technologies,Keysight Technologies,ASHBY,keysight-technologies,0,manifest_id
kiwibank,Kiwibank,ASHBY,kiwibank,0,manifest_id
komodo-wellbeing,Komodo Wellbeing,ASHBY,komodo-wellbeing,0,manifest_id
komvida-organic-kombucha,Komvida Organic Kombucha,ASHBY,komvida-organic-kombucha,0,manifest_id
konica-minolta-australia,Konica Minolta Australia,ASHBY,konica-minolta-australia,0,manifest_id
kordamentha,KordaMentha,ASHBY,kordamentha,0,manifest_id
kordia,Kordia,ASHBY,kordia,0,manifest_id
kore,KORE,ASHBY,kore,0,manifest_id
kpmg-espa-a,KPMG España,ASHBY,kpmg-espa-a,0,manifest_id
krell,Krell Consulting,ASHBY,krell,0,manifest_id
kuik-software-it-ia,Kuik Software,ASHBY,kuik-software-it-ia,0,manifest_id
kyndryl,Kyndryl,ASHBY,kyndryl,0,manifest_id
la-salle-bcn,La Salle BCN,ASHBY,la-salle-bcn,0,manifest_id
lacoste,Lacoste,ASHBY,lacoste,0,manifest_id
lago-s-p-a,Lago S.p.a.,ASHBY,lago-s-p-a,0,manifest_id
landbot,Landbot,ASHBY,landbot,0,manifest_id
landra-sistemas,Landra Sistemas,ASHBY,landra-sistemas,0,manifest_id
laravel,Laravel,ASHBY,laravel,0,manifest_id
laser-group-nz,Laser® Group NZ,ASHBY,laser-group-nz,0,manifest_id
lastminute-com,lastminute.com,ASHBY,lastminute-com,0,manifest_id
lawvu,LawVu,ASHBY,lawvu,0,manifest_id
lawy,LawY,ASHBY,lawy,0,manifest_id
lazard,Lazard,ASHBY,lazard,0,manifest_id
leap-legal-software,LEAP Legal Software,ASHBY,leap-legal-software,0,manifest_id
ledgy,Ledgy,ASHBY,ledgy,0,manifest_id
ledgy,Ledgy,GREENHOUSE,ledgy,7,manifest_id
leidos,Leidos,ASHBY,leidos,0,manifest_id
les-mills-brasil,Les Mills Brasil 🇧🇷,ASHBY,les-mills-brasil,0,manifest_id
les-mills-international,Les Mills International,ASHBY,les-mills-international,0,manifest_id
letterboxd,Letterboxd,ASHBY,letterboxd,0,manifest_id
libran-it,Libran IT,ASHBY,libran-it,0,manifest_id
lidl-espa-a,Lidl España,ASHBY,lidl-espa-a,0,manifest_id
lifebyte-systems,LifeByte Systems,ASHBY,lifebyte-systems,0,manifest_id
lifehealthcare,LifeHealthcare,ASHBY,lifehealthcare,0,manifest_id
light-wonder,Light & Wonder,ASHBY,light-wonder,0,manifest_id
lightfield-medical,Lightfield Medical,ASHBY,lightfield-medical,0,manifest_id
loanoptions-ai,LoanOptions.ai,ASHBY,loanoptions-ai,0,manifest_id
localstack,LocalStack,ASHBY,localstack,0,manifest_id
logisfashion,Logisfashion,ASHBY,logisfashion,0,manifest_id
lookahead,Lookahead,ASHBY,lookahead,0,manifest_id
lookiero,Lookiero,ASHBY,lookiero,0,manifest_id
luce-innovative-technologies,Luce Innovative Technologies,ASHBY,luce-innovative-technologies,0,manifest_id
lumi,Lumi,ASHBY,lumi,0,manifest_id
luxury-escapes,Luxury Escapes,ASHBY,luxury-escapes,0,manifest_id
luzia,Luzia,ASHBY,luzia,0,manifest_id
lyra,Lyra,ASHBY,lyra,0,manifest_id
m47-ai-company,M47 - AI Company,ASHBY,m47-ai-company,0,manifest_id
machines-at-work,Machines at Work,ASHBY,machines-at-work,0,manifest_id
macquarie-group,Macquarie Group,ASHBY,macquarie-group,0,manifest_id
magic-media,Magic Media,ASHBY,magic-media,0,manifest_id
main-sequence,Main Sequence,ASHBY,main-sequence,0,manifest_id
mainfreight,Mainfreight,ASHBY,mainfreight,0,manifest_id
makereatu-technology,Makereatu Technology,ASHBY,makereatu-technology,0,manifest_id
malwarebytes,Malwarebytes,ASHBY,malwarebytes,0,manifest_id
manbau,Manbau,ASHBY,manbau,0,manifest_id
mango,MANGO,ASHBY,mango,0,manifest_id
manufacturing,Manufacturing,ASHBY,manufacturing,0,manifest_id
mapit-iot,Mapit Iot,ASHBY,mapit-iot,0,manifest_id
market-control,Market Control,ASHBY,market-control,0,manifest_id
marks-sattin,Marks Sattin,ASHBY,marks-sattin,0,manifest_id
marqo,Marqo,ASHBY,marqo,0,manifest_id
marsh-risk,Marsh Risk,ASHBY,marsh-risk,0,manifest_id
marvell-technology,Marvell Technology,ASHBY,marvell-technology,0,manifest_id
maxvy-technologies-pvt-ltd,Maxvy Technologies,ASHBY,maxvy-technologies-pvt-ltd,0,manifest_id
may-business,May Business Consulting (Spain) by Izertis,ASHBY,may-business,0,manifest_id
mayday-technology,MAYDAY Technology,ASHBY,mayday-technology,0,manifest_id
mbie,"Ministry of Business, Innovation and Employment",ASHBY,mbie,0,manifest_id
mc-engineering,MC Engineering,ASHBY,mc-engineering,0,manifest_id
mca-espa-a,MCA España,ASHBY,mca-espa-a,0,manifest_id
mceng-espa-a,MCENG ESPAÑA,ASHBY,mceng-espa-a,0,manifest_id
mcnab,McNab,ASHBY,mcnab,0,manifest_id
mcpherson-s-consumer-products,McPherson's Consumer Products,ASHBY,mcpherson-s-consumer-products,0,manifest_id
mcri,Murdoch Children's Research Institute (MCRI),ASHBY,mcri,0,manifest_id
mediamarkt-espa-a,MediaMarkt España,ASHBY,mediamarkt-espa-a,0,manifest_id
meetup,Meetup,ASHBY,meetup,0,manifest_id
melt-group,Melt Group,ASHBY,melt-group,0,manifest_id
merak,MERAK,ASHBY,merak,0,manifest_id
mercadona,Mercadona IT,ASHBY,mercadona,0,manifest_id
merchantspring,MerchantSpring,ASHBY,merchantspring,0,manifest_id
merkle-aotearoa,Merkle Aotearoa,ASHBY,merkle-aotearoa,0,manifest_id
metarina,Metarina,ASHBY,metarina,0,manifest_id
method-recruitment-group,Method Recruitment Group,ASHBY,method-recruitment-group,0,manifest_id
metrica,METRICA,ASHBY,metrica,0,manifest_id
metso,Metso,ASHBY,metso,0,manifest_id
microchip-technology-inc,Microchip Technology Inc.,ASHBY,microchip-technology-inc,0,manifest_id
micromine,Micromine,ASHBY,micromine,0,manifest_id
microsoft,Microsoft,ASHBY,microsoft,0,manifest_id
microsoft-ai,Microsoft AI,ASHBY,microsoft-ai,0,manifest_id
mike-copiloto-inmobiliario,MIKE | Copiloto Inmobiliario,ASHBY,mike-copiloto-inmobiliario,0,manifest_id
mind-recruitment,"Mind Recruitment | specialists in Technology, Executive & IT Sales recruitment",ASHBY,mind-recruitment,0,manifest_id
mindfriend-pro,MindFriend Pro,ASHBY,mindfriend-pro,0,manifest_id
mindrift,Mindrift,ASHBY,mindrift,0,manifest_id
minsait,Minsait,ASHBY,minsait,0,manifest_id
mitre-10-new-zealand-limited,Mitre 10 (New Zealand) Limited,ASHBY,mitre-10-new-zealand-limited,0,manifest_id
mitsui-chemicals-group,Mitsui Chemicals Group,ASHBY,mitsui-chemicals-group,0,manifest_id
mlabs,MLabs,ASHBY,mlabs,0,manifest_id
mlabs,MLabs,GREENHOUSE,mlabs,0,manifest_id
momentum-consulting-group,Momentum Consulting Group,ASHBY,momentum-consulting-group,0,manifest_id
moove-cars,Moove Cars,ASHBY,moove-cars,0,manifest_id
morgan-mckinley,Morgan McKinley,ASHBY,morgan-mckinley,0,manifest_id
morse-micro,Morse Micro,ASHBY,morse-micro,6,manifest_id
mosaic-factor,MOSAIC FACTOR,ASHBY,mosaic-factor,0,manifest_id
motor-trade-association-mta,MTA (Motor Trade Association),ASHBY,motor-trade-association-mta,0,manifest_id
motorola-solutions,Motorola Solutions,ASHBY,motorola-solutions,0,manifest_id
mott-macdonald,Mott MacDonald,ASHBY,mott-macdonald,0,manifest_id
mri-software,MRI Software,ASHBY,mri-software,0,manifest_id
msd-australia-new-zealand,MSD Australia & New Zealand,ASHBY,msd-australia-new-zealand,0,manifest_id
mst-global,MST Global,ASHBY,mst-global,0,manifest_id
murphy-ai,Murphy AI,ASHBY,murphy-ai,0,manifest_id
muscle-nation,Muscle Nation,ASHBY,muscle-nation,0,manifest_id
mutinex,Mutinex,ASHBY,mutinex,0,manifest_id
my-sheet-music-transcriptions,My Sheet Music Transcriptions,ASHBY,my-sheet-music-transcriptions,0,manifest_id
myriota,Myriota,ASHBY,myriota,0,manifest_id
mystro,Mystro,ASHBY,mystro,0,manifest_id
mytech-consulting-services,MYtech Consulting Services,ASHBY,mytech-consulting-services,0,manifest_id
n2s-global,N2S Global,ASHBY,n2s-global,0,manifest_id
nacre-capital,Nacre Capital,ASHBY,nacre-capital,0,manifest_id
narrative,Narrative,ASHBY,narrative,0,manifest_id
natobotics,Natobotics,ASHBY,natobotics,0,manifest_id
natural-selection-group,Natural Selection Group,ASHBY,natural-selection-group,0,manifest_id
naturalsoft,Naturalsoft,ASHBY,naturalsoft,0,manifest_id
navico-group,Navico Group,ASHBY,navico-group,0,manifest_id
nci-brokers,National Credit Insurance (Brokers) Pty Ltd,ASHBY,nci-brokers,0,manifest_id
ncr-voyix,NCR Voyix,ASHBY,ncr-voyix,0,manifest_id
ndeva,Ndeva,ASHBY,ndeva,0,manifest_id
nearmap,Nearmap,ASHBY,nearmap,0,manifest_id
nec-smart-cities,NEC Smart Cities,ASHBY,nec-smart-cities,0,manifest_id
neotalent-conclusion,Neotalent Conclusion,ASHBY,neotalent-conclusion,0,manifest_id
nep-group-inc,"NEP Group, Inc.",ASHBY,nep-group-inc,0,manifest_id
netapp,NetApp,ASHBY,netapp,0,manifest_id
netcarreiras,NetCarreiras,ASHBY,netcarreiras,0,manifest_id
netcheck,NETCheck,ASHBY,netcheck,0,manifest_id
neurored-tms-scm,Neurored TMS & SCM,ASHBY,neurored-tms-scm,0,manifest_id
new-world-consulting,New World Consulting,ASHBY,new-world-consulting,0,manifest_id
new-world-immigration,New World Immigration,ASHBY,new-world-immigration,0,manifest_id
new-zealand-customs-service,New Zealand Customs Service,ASHBY,new-zealand-customs-service,0,manifest_id
newspace-research-and-technologies,NewSpace Research and Technologies,ASHBY,newspace-research-and-technologies,0,manifest_id
nexthink,Nexthink,ASHBY,nexthink,0,manifest_id
nextplay,NextPlay,ASHBY,nextplay,0,manifest_id
nexty-pty-ltd,Nexty Pty Ltd,ASHBY,nexty-pty-ltd,0,manifest_id
ngs-super,NGS Super,ASHBY,ngs-super,0,manifest_id
nib-group,nib Group,ASHBY,nib-group,0,manifest_id
nine-mile,Nine Mile,ASHBY,nine-mile,0,manifest_id
ninjatech-ai,NinjaTech AI,ASHBY,ninjatech-ai,0,manifest_id
nissan-motor-corporation,Nissan Motor Corporation,ASHBY,nissan-motor-corporation,0,manifest_id
noloco,Noloco,ASHBY,noloco,0,manifest_id
northius,Northius,ASHBY,northius,0,manifest_id
northpower,Northpower,ASHBY,northpower,0,manifest_id
nova-systems,Nova Systems,ASHBY,nova-systems,0,manifest_id
novahiring,NovaHiring,ASHBY,novahiring,0,manifest_id
novus-recruitment-solutions,Novus Recruitment Solutions,ASHBY,novus-recruitment-solutions,0,manifest_id
nowon-ag,nowon AG,ASHBY,nowon-ag,0,manifest_id
nsw-education-standards-authority,NSW Education Standards Authority,ASHBY,nsw-education-standards-authority,0,manifest_id
nsw-health,NSW Health,ASHBY,nsw-health,0,manifest_id
ntt-data,NTT DATA,ASHBY,ntt-data,0,manifest_id
nuage-technology-group,Nuage Technology Group,ASHBY,nuage-technology-group,0,manifest_id
nubika-cloud-solutions,Nubika - Cloud Solutions,ASHBY,nubika-cloud-solutions,0,manifest_id
nuix,Nuix,ASHBY,nuix,0,manifest_id
nuix-discover,Nuix,ASHBY,nuix-discover,0,manifest_id
numbero-spain-s-l,NUMBERO Spain S.L.,ASHBY,numbero-spain-s-l,0,manifest_id
nunegal-consulting,Nunegal Consulting,ASHBY,nunegal-consulting,0,manifest_id
nuvento,Nuvento,ASHBY,nuvento,0,manifest_id
nuvia,NUVIA,ASHBY,nuvia,0,manifest_id
nx-technologies,NX Technologies,ASHBY,nx-technologies,0,manifest_id
nxp-semiconductors,NXP Semiconductors,ASHBY,nxp-semiconductors,0,manifest_id
nzme,New Zealand Media & Entertainment (NZME),ASHBY,nzme,0,manifest_id
oceanagold-corporation,OceanaGold Corporation,ASHBY,oceanagold-corporation,0,manifest_id
odoo,Odoo,ASHBY,odoo,0,manifest_id
ofload,Ofload,ASHBY,ofload,0,manifest_id
oga-ai,OGA.ai,ASHBY,oga-ai,0,manifest_id
omada,Omada,ASHBY,omada,0,manifest_id
on3-works,ON3 WORKS,ASHBY,on3-works,0,manifest_id
one-new-zealand,One New Zealand,ASHBY,one-new-zealand,0,manifest_id
one-playground,One Playground,ASHBY,one-playground,0,manifest_id
oneschool-global,OneSchool Global,ASHBY,oneschool-global,0,manifest_id
onthaast-en-geniet,onthaast en geniet dienstverlening,ASHBY,onthaast-en-geniet,0,manifest_id
onyx-gaming,Onyx Gaming,ASHBY,onyx-gaming,0,manifest_id
ooh,oOh!,ASHBY,ooh,0,manifest_id
open,Open,ASHBY,open,0,manifest_id
open-assessment-technologies,Open Assessment Technologies,ASHBY,open-assessment-technologies,0,manifest_id
opennebula-systems,OpenNebula Systems,ASHBY,opennebula-systems,0,manifest_id
optiver,Optiver,ASHBY,optiver,0,manifest_id
optiver,Optiver,GREENHOUSE,optiver,0,manifest_id
opus-recruitment-solutions,Opus Recruitment Solutions,ASHBY,opus-recruitment-solutions,0,manifest_id
orbidi,ORBIDI,ASHBY,orbidi,0,manifest_id
orbis-group,Orbis Group,ASHBY,orbis-group,0,manifest_id
orion-health,Orion Health,ASHBY,orion-health,0,manifest_id
orisha-commerce,Orisha Commerce,ASHBY,orisha-commerce,0,manifest_id
oritain,Oritain,ASHBY,oritain,0,manifest_id
ormazabal,Ormazabal,ASHBY,ormazabal,0,manifest_id
ormco,Ormco,ASHBY,ormco,0,manifest_id
ornata,Ornata,ASHBY,ornata,0,manifest_id
orquest-retail-smart-planning,Orquest - Retail Smart Planning,ASHBY,orquest-retail-smart-planning,0,manifest_id
osf-digital,OSF Digital,ASHBY,osf-digital,0,manifest_id
outrigo,Outrigo,ASHBY,outrigo,0,manifest_id
ow-ocean-winds,OW Ocean Winds,ASHBY,ow-ocean-winds,0,manifest_id
pagonxt-a-santander-company,PagoNxt (a Santander company),ASHBY,pagonxt-a-santander-company,0,manifest_id
palex-espa-a,Palex España,ASHBY,palex-espa-a,0,manifest_id
palta,Palta,ASHBY,palta,0,manifest_id
pan-pac-forest-products-ltd,Pan Pac Forest Products Ltd,ASHBY,pan-pac-forest-products-ltd,0,manifest_id
panel-sistemas-informaticos,Panel Sistemas,ASHBY,panel-sistemas-informaticos,0,manifest_id
panthr,Panthr,ASHBY,panthr,0,manifest_id
papernest,papernest,ASHBY,papernest,0,manifest_id
paradigma-digital,Paradigma Digital,ASHBY,paradigma-digital,0,manifest_id
parallaxos,ParallaxOS,ASHBY,parallaxos,0,manifest_id
paramount-australia-new-zealand,Paramount Australia & New Zealand,ASHBY,paramount-australia-new-zealand,0,manifest_id
parking-network-b-v,Parking Network B.V.,ASHBY,parking-network-b-v,0,manifest_id
passporter,Passporter,ASHBY,passporter,0,manifest_id
pathify,Pathify,ASHBY,pathify,0,manifest_id
pax8,Pax8,ASHBY,pax8,0,manifest_id
paxerahealth,PaxeraHealth,ASHBY,paxerahealth,0,manifest_id
paxus,Paxus,ASHBY,paxus,0,manifest_id
paymentology,Paymentology,ASHBY,paymentology,0,manifest_id
pearson-carter,Pearson Carter,ASHBY,pearson-carter,0,manifest_id
peoplebank,Peoplebank,ASHBY,peoplebank,0,manifest_id
performanze,Performanze,ASHBY,performanze,0,manifest_id
persistent-systems,Persistent Systems,ASHBY,persistent-systems,0,manifest_id
pet-circle,Pet Circle,ASHBY,pet-circle,0,manifest_id
pharos,Pharos,ASHBY,pharos,1,manifest_id
phocas-software,Phocas Software,ASHBY,phocas-software,0,manifest_id
picsil,PICSIL,ASHBY,picsil,0,manifest_id
pinpoint-talent,Pinpoint Talent,ASHBY,pinpoint-talent,0,manifest_id
playbook,PLAYBOOK,ASHBY,playbook,4,manifest_id
playbook,PLAYBOOK,LEVER,playbook,8,manifest_id
plexus-tech,Plexus Tech,ASHBY,plexus-tech,0,manifest_id
plus-also-studios,Plus Also Studios,ASHBY,plus-also-studios,0,manifest_id
pop-mart,POP MART,ASHBY,pop-mart,0,manifest_id
port-d-informaci-cient-fica,Port d'Informació Científica,ASHBY,port-d-informaci-cient-fica,0,manifest_id
powerfleet,Powerfleet,ASHBY,powerfleet,0,manifest_id
pra,PRA,ASHBY,pra,0,manifest_id
practiv,Practiv,ASHBY,practiv,0,manifest_id
praetorian-aeronautics,Praetorian Aeronautics,ASHBY,praetorian-aeronautics,0,manifest_id
pragmatike,Pragmatike,ASHBY,pragmatike,25,manifest_id
pratt-whitney,Pratt & Whitney,ASHBY,pratt-whitney,0,manifest_id
preacta,Preacta,ASHBY,preacta,0,manifest_id
preferable-crafting-careers,EIL Global,ASHBY,preferable-crafting-careers,0,manifest_id
prima,Prima,ASHBY,prima,0,manifest_id
primeit-espa-a,PrimeIT,ASHBY,primeit-espa-a,0,manifest_id
primer-impacto,primer impacto,ASHBY,primer-impacto,0,manifest_id
proarcai,Proarcai,ASHBY,proarcai,0,manifest_id
procesia,Procesia,ASHBY,procesia,0,manifest_id
prodevelop,Prodevelop,ASHBY,prodevelop,0,manifest_id
profile-software-services,Profile Software Services,ASHBY,profile-software-services,0,manifest_id
profound-people,ProFound People,ASHBY,profound-people,0,manifest_id
prospa,Prospa,ASHBY,prospa,0,manifest_id
prospa,Prospa,GREENHOUSE,prospa,7,manifest_id
protecht,Protecht,ASHBY,protecht,0,manifest_id
protoinfo,Protoinfo,ASHBY,protoinfo,0,manifest_id
psc-by-rocket-lab,PSC by Rocket Lab,ASHBY,psc-by-rocket-lab,0,manifest_id
publicis-sapient,Publicis Sapient,ASHBY,publicis-sapient,0,manifest_id
pwc-australia,PwC Australia,ASHBY,pwc-australia,0,manifest_id
pwc-new-zealand,PwC New Zealand,ASHBY,pwc-new-zealand,0,manifest_id
